Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
Genie in a Bottle,Christina Aguilera,R & B,F,E-,D-,F,E-,D-,F,E-,F,E-,D-,C,F,E-,D-,C
LATCH LIDO REMIX,Disclosure,R & B,,,,,,,,,,,,,,,,
I Know What You Want,Busta Rhymes -Mariah Carey,R & B,,,,,,,,,D#,G#,A#,D#,D#,G#,A#,D#
You Know You Like It,AlunaGeorge,R & B,,,,,,,,,C,C,C,C,C,C,C,C
Marvin's Room,Drake,R & B,,,,,,,,,F,G,A,C,F,G,A,C
Sittin' Up In My Room,Brandy,R & B,,,,,,,,,F#,D#,G#,G#,C#,F#,D#,G#
Bring It All To Me,Blaque,R & B,,,,,,,,,G,F,G,C,C,G,F,G
We Need A Resolution,Aaliyah,R & B,C#,B,B,B,B,C#,C#,B,C#,B,B,B,B,B,C#,C#
1 Thing,Amerie,R & B,,,,,,,,,B,G#,A#,B,G#,,,
Try Again,Aaliyah,R & B,,,,,,,,,G#,C#,C#,G#,G#,C#,C#,G#
Hands on Me,Ariana Grande,R & B,,,,,,,,,B,A,A,D,G,G,F#,F#
Same Ole Love,Anita Baker,R & B,,,,,,,,,F,B-,E-,A-,F,B-,E-,A-
What A Girl Wants,Christina Aguilera,R & B,,,,,,,,,D,C,C,G,F,F,F,C
Cleopatra's Theme,Cleopatra,R & B,,,,,,,,,G#,C#,D#,B,C#,D#,B,C#
I'll Make Love To You,Boyz II Men,R & B,D,B,A,G,F#,A,G,F#,,,,,,,,
With You,Chris Brown,R & B,E-,B-,A-,B-,,,,,,,,,,,,
Yeah 3x,Chris Brown,R & B,,,,,,,,,D,G,G,A,B,G,D,G
Fall In Love With Me,Earth Wind and Fire,R & B,,,,,,,,,,,,,,,,
Rather Die Young,Beyonce,R & B,B,B,D#,A#,A#,B,B,D#,E,D#,C#,B,C#,D#,E,F#
Sober,Childish Gambino,R & B,,,,,,,,,F,F,D,G,F,F,D,E
Pop Style,Drake,R & B,,,,,,,,,,,,,,,,
Follow My Lead,50 Cent,R & B,,,,,,,,,,,,,,,,
Have You Ever,Brandy,R & B,,,,,,,,,B,A,F#,D,B,D,D,B
Say My Name,Destiny's Child,R & B,C,A-,F,B-,B-,C,A-,F,C,A-,F,B-,B-,C,A-,F
Brain,Banks,R & B,C,D,E,E,G,C,D,E,,,,,,,,
Heaven,Emeli Sande,R & B,,,,,,,,,C#,C#,E,E,G#,F#,F#,F#
Born to make you happy,Britney Spears,R & B,B,E,G,F#,B,E,G,F#,B,G,D,A,B,G,D,A
Fighter,Christina Aguilera,R & B,,,,,,,,,E,D,G,A,C,B,A,E
It's Your Move,Diana Ross,R & B,,,,,,,,,A,B,A,B,A,B,F#,B
Bootylicious,Destiny's Child,R & B,,,,,,,,,E,E,E,E,E,E,E,E
Candyman,Christina Aguilera,R & B,,,,,,,,,E,B,A,B,B,B,B,
Your Song,Elton John,R & B,E-,A-,B-,G,C,C,A-,A-,B-,C,F,A-,B-,C,F,A-
Survivor,Destiny's Child,R & B,,,,,,,,,G#,G#,E,D#,G#,G#,E,D#
Find A Way,A Tribe Called Quest,R & B,,,,,,,,,G#,B,C#,C#,C#,G#,B,C#
Halo,Beyonce,R & B,A,B,F#,D,A,B,F#,D,,,,,,,,
The Giver - Reprise - Wave Racer Remix,Duke Dumont,R & B,,,,,,,,,,,,,,,,
Ring My Bell,Anita Ward,R & B,,,,,,,,,C,F,C,F,C,F,C,G
Gangsta's Paradise,Coolio,R & B,,,,,,,,,A-,E-,A-,G,C,G,C,A-
All I Have To Give,Backstreet Boys,R & B,,,,,,,,,A-,G-,A-,B-,G-,A-,F,G-
Mercy,Duffy,R & B,,,,,,,,,G,G,G,G,G,G,G,G
I Turn To You,Christina Aguilera,R & B,,,,,,,,,D-,A-,G-,A-,A-,D-,A-,D-
Bills Bills Bills,Destiny's Child,R & B,B,F#,B,F#,E,F#,E,F#,B,F#,A,E,B,F#,A,E
Snakehips,All My Friends ft Tinashe - Chance The Rapper,R & B,A,C,F,C,F,D,A,C,,,,,,,,
We Are Here,Alicia Keys,R & B,D,A,A,G,G,A,A,A,D,A,A,G,G,A,A,A
Fooled Around And Fell In Love,Elvin Bishop,R & B,F,A,B-,B-,F,A,B-,B-,F,A,B-,B-,,,,
Black Gold,Esperanza Spalding,R & B,,,,,,,,,F,C,B-,B-,E,F,C,B-
Gotta Work,Amerie,R & B,,,,,,,,,B,D#,E,B,B,D#,E,B
Skyscraper,Demi Lovato,R & B,,,,,,,,,G,C,E,D,G,C,E,D
A Little Bit Of Love,Brenda Russell,R & B,,,,,,,,,,,,,,,,
Call Me Maybe,Carly Rae Jepsen,R & B,,,,,,,,,C,G,D,D,E,C,C,G
Foolish,Ashanti,R & B,,,,,,,,,F,C,F,F,C,C,F,C
Irreplaceable,Beyonce,R & B,,,,,,,,,B-,F,C,E-,B-,F,C,E-
Where To Go Now,Eric Lau,R & B,,,,,,,,,,,,,,,,
Crazy In Love Ft Jay-Z,Beyonce,R & B,,,,,,,,,B,G,B,G,B,G,B,G
Here,Eric Lau,R & B,,,,,,,,,,,,,,,,
No No No Part 1,Destiny's Child,R & B,,,,,,,,,F,F,G,G,F,G,F,F
The Tide is High,Atomic Kitten,R & B,,,,,,,,,C,F,G,C,F,G,C,F
No No No Part 2,Destiny's Child,R & B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Forever,Chris Brown,R & B,,,,,,,,,E,B,F#,C#,E,B,F#,C#
Ain't Nobody,Chaka Khan,R & B,,,,,,,,,D#,F#,G#,C#,D#,F#,G#,C#
Sail On,Commodores,R & B,D,E,E,D,D,E,E,D,D-,D-,G-,D-,G-,A-,D-,D-
Come On Over Baby,Christina Aguilera,R & B,,,,,,,,,A-,A-,E-,E-,A-,B-,E-,E-
Like A Surgeon,Ciara,R & B,,,,,,,,,C#,C#,C#,C#,G#,G#,G#,G#
Put Your Records On,Corinne Bailey Rae,R & B,,,,,,,,,A,A,A,G#,G#,G#,E,E
Together,Disclosure,R & B,,,,,,,,,B-,F,B-,B-,B-,B-,B-,B-
Fanny Be Tender With My Love,Bee Gees,R & B,E,B,E,B,E,B,E,B,A,G#,F#,B,C#,A,G#,F#
If I Go,Ella Eyre,R & B,,,,,,,,,E-,B-,G,F,G,E-,B-,G
B-A-B-Y,Carla Thomas,R & B,,,,,,,,,,,,,,,,
Sun Goddess,Earth Wind and Fire,R & B,,,,,,,,,A,F#,G#,B,C#,G#,E,C#
Night Fever,Bee Gees,R & B,,,,,,,,,,,,,,,,
Say My Name - Cosmo's Midnight Bootleg,Destiny's Child,R & B,C,B,A,A,E,D,,,,,,,,,,
Christmas Time - Don't Let The Bells End,The Darkness,Holiday,,,,,,,,,A,A,E,E,F#,D,A,D
12 Days of Christmas,John Denver and The Muppets,Holiday,C,C,C,C,,,,,F,D,G,C,F,F,B-,F
Happy New Year,ABBA,Holiday,,,,,,,,,A,E,F#,D,E,E,E,E
We Wish You a Merry Christmas,Traditional,Holiday,E,A,B,B,B,C#,A,B,,,,,,,,
White Christmas,Bing Crosby,Holiday,A,D,A,B,G#,E,D,E,,,,,,,,
All I Want For Christmas Is You,Mariah Carey,Holiday,G,G,D,F#,G,C,A,G,,,,,,,,
Me Gustas Tu,GFriend,Holiday,,,,,,,,,A-,D-,E-,E-,F,B-,D-,E-
Somewhere In My Memory - Home Alone Theme,John Williams,Holiday,,,,,,,,,D,F#,B,F#,E,F#,G,A
Carol Of The Bells,John Williams,Holiday,G#,F#,E,D#,E,B,C#,G#,G#,F#,G#,A#,E,G#,G#,G#
Merry Xmas Everybody,Slade,Holiday,G,B,D,D,G,B,D,D,G,B,B,D,G,B,B,B
Spooky Scary Skeletons,Andrew Gold,Holiday,,,,,,,,,G,F#,B,B,G,F#,B,B
Fairytale of New York,The Pogues and Kirsty MacColl,Holiday,D,D,A,D,G,A,D,D,A,D,G,G,A,D,D,B
My Grown Up Christmas Wish,Kelly Clarkson,Holiday,E-,B-,C,C,G,A-,A-,E-,,,,,,,,
Necrofantasia,JustSomeRandomMusician,Holiday,,,,,,,,,,,,,,,,
This is Halloween,Tim Burton and Danny Elfman,Holiday,C,D,C,B-,C,G,G,B-,,,,,,,,
Heaven,Avicii,Holiday,,,,,,,,,A,D,B,B,A,A,A,A
679,Fetty Wap,Holiday,,,,,,,,,G,F#,B,D,G,F#,B,G
Have yourself a merry little Christmas,Michael Buble,Holiday,,,,,,,,,,,,,,,,
O Come All Ye Faithful - Christmas,Casting Crowns,Holiday,D,D,G,D,G,F#,A,D,,,,,,,,
O Holy Night,Josh Groban,Holiday,B,B,E,B,B,B,F#,F#,G#,D#,C#,G#,F#,B,F#,F#
Joy to the World - Christmas,Casting Crowns,Holiday,D,E,D,G,A,D,D,D,,,,,,,,
A Lonely Jew on Christmas,South Park,Holiday,B,F#,B,F#,B,F#,E,B,,,,,,,,
Death By Glamour,Toby Fox,Holiday,C,B,A,B,E,D,G,E,C#,B#,B#,C#,D#,G#,B#,C#
Megalovania,Toby Fox,Holiday,D,D,B-,B-,C,D,D,B-,,,,,,,,
Christmas Time Is Here,Vince Guaraldi,Holiday,F,E,F,E,E,B-,A,A,D,G,D,G,A,E,C,G
Christmas Without You,OneRebublic,Holiday,,,,,,,,,G,B,C,G,E,B,C,G
The Night Santa Went Crazy,Weird Al Yankovic,Holiday,,,,,,,,,A-,B-,B-,E-,A-,B-,E-,E-
Take Me Away,4 Strings,House,,,,,,,,,,,,,,,,
Don't Wake Me Up - dBerrie Remix,Chris Brown,House,,,,,,,,,G,E-,F,F,G,G,G,E-
Something New ,Axwell and Ingrosso,House,B,B,B,B,G#,F#,E,E,B,B,E,G#,F#,E,B,B
Years,Alesso feat Matthew Koma,House,,,,,,,,,A,E,G,D,A,E,G,D
Waiting For Love,Avicii,House,F#,C#,D,E,F#,C#,D,E,D,A,F#,D,A,F#,D,C#
I've Seen Footage,Death Grips,House,,,,,,,,,,,,,,,,
You Make Me,Avicii,House,,,,,,,,,D#,D#,C#,B,G#,D#,D#,D#
Let's Go,Calvin Harris,House,E,B,C,C,A,E,C,D,,,,,,,,
Stronger,Arty,House,,,,,,,,,F,G,C,C,A,A,E,E
Jaded,Deadmau5,House,,,,,,,,,,,,,,,,
Extraordinary,Clean Bandit,House,,,,,,,,,A-,E-,C,B-,B-,A-,E-,C
Coming Home,Armin Van Buuren,House,,,,,,,,,,,,,,,,
Riot,Arty and Matisse and Sadko,House,,,,,,,,,A,G,C,E,C,C,C,D
Acceptable in the 80's,Calvin Harris,House,,,,,,,,,,,,,,,,
Digital Love,Daft Punk,House,D,D,C#,F#,E,D,D,C#,D,D,C#,F#,E,D,D,C#
Dear Boy,Avicii,House,D,E,F#,A,D,E,F#,A,D,E,F#,C#,D,E,C#,F#
Weekend Heroes - Bauer and Lanford Remix,Adrian Lux,House,,,,,,,,,G,B,D,A,G,B,D,E
World Falls Apart - Thomas Gold Remix,Dash Berlin,House,,,,,,,,,D,A,B,G,,,,
Strong Ones,Armin van Buuren feat Cimo Frankel,House,,,,,,,,,,,,,,,,
Lucid,AandG,House,,,,,,,,,B-,G,D,D,B-,G,D,D
Kingdom ,Archie feat Brenton Mattheus,House,,,,,,,,,,,,,,,,
endeavor,aylictal,House,,,,,,,,,,,,,,,,
Feeling,Bisbetic,House,,,,,,,,,B,G,E,G,F#,G,A,B
No Diggity,Chet Faker,House,,,,,,,,,E-,B-,A-,E-,B-,A-,E-,B-
Ghost Town,Adam Lambert,House,C,E,G,A,C,E,G,A,C,C,C,B,B,E,E,E
10 000 Feet,Bosson and Apollo-4,House,,,,,,,,,E,E,E,B,B,B,C,C
Platinum Hearts,Breathe Carolina,House,,,,,,,,,C,D,E,A,E,E,C,D
Lotus - Soundprank Remix,Dinka,House,,,,,,,,,F#,F#,F#,E,E,E,E,E
Stars of the Night,Callaway and Rosta,House,,,,,,,,,C,E,F,A,D,G,C,C
How Deep Is Your Love,Calvin Harris and Disciples,House,,,,,,,,,E,C,A,E,C,A,,
Delirious,David Guetta,House,,,,,,,,,B,G,E,E,B,G,E,G
How You Love Me - Arston Remix,3LAU,House,,,,,,,,,G-,E-,B-,D-,G-,E-,B-,D-
Saved,deadmau5,House,,,,,,,,,E,D,F#,E,C#,F#,B,A
Jai Ho,A R Rahman,House,,,,,,,,,C,G,D,G,,,,
Turn Me On - Michael Calfan Remix,David Guetta feat Nicki Minaj,House,,,,,,,,,C,C,C,C,C,E-,E-,E-
You Belong To Me - PROFF Remix,Bobina and Betsie Larkin,House,,,,,,,,,B,D,A,E,G,A,E,
Baby When The Light,David Guetta,House,,,,,,,,,E-,C,G,E-,C,G,,
Outside feat Ellie Goulding,Calvin Harris,House,,,,,,,,,B-,G,D,C,F,B-,G,D
Tale,Audalanche,House,,,,,,,,,,,,,,,,
Safe And Sound - Dzeko and Torres Remix,Capital Cities,House,,,,,,,,,G-,D-,B-,A-,G-,D-,B-,A-
Coming Over ft James Hersey,Dillon Francis and Kygo,House,,,,,,,,,A-,B-,F,F,E-,A-,B-,D-
Lovers On The Sun,David Guetta feat Sam Martin,House,,,,,,,,,G,A,B,D,E,G,A,B
Sun Is Shining,Axwell and Ingrosso,House,,,,,,,,,E,D,A,D,G,E,D,A
Faded,Alan Walker,House,D#,B,F#,C#,D#,B,F#,C#,D#,D#,B,B,F#,F#,C#,C#
Elysium,Audien,House,,,,,,,,,,,,,,,,
When We Were Young - Vicetone Remix,Dillon Francis and Sultan and Ned Shepard,House,,,,,,,,,G-,A-,B-,D-,F,G-,A-,B-
Heaven,Avicii,House,,,,,,,,,A,D,B,B,A,A,A,A
Hyperballad,Bjork,House,,,,,,,,,E-,F,G,F,E-,F,G,F
Escape,3LAU,House,,,,,,,,,G#,E,F#,C#,G#,E,F#,C#
The Veldt,deadmau5,House,,,,,,,,,,,,,,,,
First Day of My Life,Bright Eyes,House,E,B,C#,A,B,E,E,B,,,,,,,,
Prelude,4Frame,House,,,,,,,,,F,E-,D-,C,A-,A-,E-,F
Strong,Arno Cost,House,,,,,,,,,F,C,B-,D-,D-,E-,,
Wait For You,Dannic and Shermanology,House,,,,,,,,,F,C,A,G,F,C,A,G
Flashback,Arty,House,,,,,,,,,G,G,G,G,A,A,E,E
Alive - Blinders Remix,Dirty South,House,,,,,,,,,F#,F#,E,F#,D,F#,A,E
Rather Be,Clean Bandit,House,G#,D#,E,B,G#,D#,E,B,G#,G#,G#,D#,E,E,E,B
Homeless,Bougenvilla,House,,,,,,,,,A,B-,B-,B-,E,E,E,E
Let Me Hold You - Turn Me On,Cheat Codes and Dante Klein,House,,,,,,,,,A,E,B,C#,F#,A,B,C#
If I Could,1927,House,,,,,,,,,E,E,A,B,E,C#,A,B
For A Better Day - KSHMR Remix,Avicii,House,,,,,,,,,D,C,B-,C,F,D,B-,D
Hope There's Someone,Avicii,House,,,,,,,,,D,D,E,E,C#,E,F#,F#
Silver Sun - Lights Anthem,Dimitri Vangelis and Wyman,House,,,,,,,,,E,B,G,A,E,B,G,A
Holding On ft Gregory Porter,Disclosure,House,,,,,,,,,,,,,,,,
U Got 2 Let The Music,Capella,House,,,,,,,,,,,,,,,,
Ghosts N Stuff,Deadmau5,House,,,,,,,,,,,,,,,,
Forget Me - Michael Cassette Remix,BT,House,,,,,,,,,D,D,D,C#,C#,C#,C#,C#
Center Of The Universe - Blinders Remix,Axwell,House,,,,,,,,,A,A,B,B,B,B,B,C#
I Didn't Just Come Here To Dance,Carly Rae Jepsen,House,,,,,,,,,,,,,,,,
More Than Ever,Breathe Carolina,House,,,,,,,,,E,F#,G#,F#,E,F#,G#,
Levels,Avicii,House,C#,E,B,E,A,C#,E,B,,,,,,,,
Memories,David Guetta,House,B-,A,E-,B-,A,E-,B-,A,,,,,,,,
QED,Dave Horne,House,,,,,,,,,A,A,B-,B-,B-,B-,C,C
Without You,Dillon Francis and TEED,House,,,,,,,,,F,A,D,D,F,E,E,E
Snowfall,Approaching Nirvana,House,,,,,,,,,,,,,,,,
I've Been Waiting,Dear David,House,,,,,,,,,,,,,,,,
Dangerous,David Guetta,House,,,,,,,,,E,C,A,D,E,C,A,D
Look Back,Denzal Park feat Eyelar,House,,,,,,,,,A,D,F,C,G,A,D,F
Come Play Perfect,Boom Jinx,House,,,,,,,,,B,D,E,B,A,G,,
Kingdom,Archie feat Brenton Mattheus,House,,,,,,,,,D-,E-,F,C,D-,E-,F,G
Cry Just a Little,Bingo Players,House,,,,,,,,,D,E,C,D,A,B,C,D
Here And Now,Cash Cash,House,,,,,,,,,,,,,,,,
Stellar,Daddy's Groove,House,,,,,,,,,F#,C#,B,A,D,C#,C#,E
Sweet Nothing,Calvin Harris,House,E,B,G#,F#,E,B,G#,F#,E,B,G#,F#,E,B,G#,F#
Put Your Records On,Corinne Bailey Rae,House,,,,,,,,,A,A,A,G#,G#,G#,E,E
All Cried Out,Blonde,House,,,,,,,,,F,F,F,F,F,A-,A-,A-
Taking Flight,Blend,House,,,,,,,,,A,B,A,B,A,B,A,B
Find Our Way ft Crystal Castagnazzi,Austin Cassidy,House,,,,,,,,,,,,,,,,
Rest Of Me,Callaway and Rosta,House,,,,,,,,,D#,C#,B,F#,C#,D#,C#,B
White Noise feat AlunaGeorge,Disclosure,House,,,,,,,,,,,,,,,,
Someone Somewhere - Tiesto Remix,Bobby Puma,House,,,,,,,,,B-,F,C,D,F,B-,F,C
Around The World,Arty,House,,,,,,,,,B,A#,D#,D#,D#,A#,D#,D#
This Is What You Came For ft Rihanna,Calvin Harris,House,A,F,G,C,A,F,G,C,F,F,F,F,F,F,F,F
I'm Gonna Get You,Bizarre Inc,House,F,C,F,C,F,C,F,C,F,F,C,C,C,F,F,C
Pipeline,Audio Junkies,House,,,,,,,,,C#,F#,E,A,C#,F#,E,A
Superstar,A G Cook,Singer-Songwriter,,,,,,,,,G#,G#,G#,G#,G#,F#,F#,F#
Foolish Beat,Debbie Gibson,Singer-Songwriter,,,,,,,,,,,,,,,,
Misunderstood,LO Hess,Singer-Songwriter,F,C,G,D-,F,C,G,D-,,,,,,,,
Express Yourself,Madonna,Singer-Songwriter,,,,,,,,,G,F,F,G,G,F,F,G
Million Reasons,Lady Gaga,Singer-Songwriter,C,A,F,G,C,A,F,G,F,C,A,G,F,C,A,G
Postcards,James Blunt,Singer-Songwriter,,,,,,,,,E,B,F#,G#,B,B,F#,E
A Thousand Years,Christina Perri,Singer-Songwriter,E-,E-,B-,B-,G,F,B-,E-,C,C,G,F,B-,B-,F,G
Regression,Dream Theater,Singer-Songwriter,D,D,G,G,D,D,B,B,,,,,,,,
Hometown Glory,Adele,Singer-Songwriter,,,,,,,,,B-,D-,D-,G-,B-,D-,D-,G-
Out Of The Blue,Debbie Gibson,Singer-Songwriter,,,,,,,,,C,C,F,D,B-,C,F,D
Error,Natalia Nykiel,Singer-Songwriter,,,,,,,,,F,F,F,F,F,F,F,F
Don't You Forget,Cafune,Singer-Songwriter,,,,,,,,,G,A,E,B,G,A,E,B
Suspended In Gaffa,Kate Bush,Singer-Songwriter,G,F,D,G,F,A,E,G,C,A,G,F,C,A,G,F
Turning Tables,Adele,Singer-Songwriter,,,,,,,,,C,C,A-,A-,E-,E-,F,C
LA Hallucinations,Carly Rae Jepsen,Singer-Songwriter,,,,,,,,,,,,,,,,
You Get What You Give,New Radicals,Singer-Songwriter,D,C#,D,C#,D,C#,E,A,G,A,A,F#,B,A,G,A
Relax Take It Easy,MIKA,Singer-Songwriter,,,,,,,,,F#,B,B,E,C#,C#,F#,B
Dark Paradise,Lana Del Rey,Singer-Songwriter,A,C#,A,C#,,,,,C#,B,F#,C#,A,E,B,C#
L'Amour Looks Something Like You,Kate Bush,Singer-Songwriter,G,F,E-,F,F,G,F,C,,,,,,,,
Leaving On A Jet Plane,John Denver,Singer-Songwriter,,,,,,,,,,,,,,,,
Poker Face Acoustic,Lady Gaga,Singer-Songwriter,B-,D,E-,E-,B-,D,F,E-,B-,D,E-,F,B-,D,E-,F
Hungry Like The Wolf,Duran Duran,Singer-Songwriter,E,E,E,E,D,D,E,E,C,G,F,F,C,G,F,D
Say Yes,Elliott Smith,Singer-Songwriter,F,C,D,C,B-,F,C,,,,,,,,,
Electric Kiss,Lady Gaga,Singer-Songwriter,C,G,B-,A-,G,C,G,B-,C,G,C,A-,G,C,A-,G
Someone Like You,Adele,Singer-Songwriter,D,A,C#,F#,D,A,C#,F#,A,E,F#,D,A,E,F#,D
Good Times,Latch Key Kid,Singer-Songwriter,,,,,,,,,,,,,,,,
Long and Lost,Florence and the Machine,Singer-Songwriter,,,,,,,,,G,E-,C,F,G,E-,C,F
A Team,Ed Sheeran,Singer-Songwriter,A,A,E,F#,D,A,,,A,A,A,A,B,B,B,B
You're My Heart You're My Soul,Modern Talking,Singer-Songwriter,,,,,,,,,C#,F#,B,C#,C#,F#,B,
Photograph,Ed Sheeran,Singer-Songwriter,E,C#,B,A,,,,,E,B,C#,A,A,,,
Electric Youth,Debbie Gibson,Singer-Songwriter,,,,,,,,,,,,,,,,
Hunter,Bjork,Singer-Songwriter,,,,,,,,,,,,,,,,
Thank You,Alanis Morissette,Singer-Songwriter,,,,,,,,,G,C,C,G,G,C,C,G
It's Too Late,Carole King,Singer-Songwriter,A,B,A,B,A,G,F,F,F,D,F,D,F,D,F,D
Only In My Dreams,Debbie Gibson,Singer-Songwriter,E-,A-,A-,E-,E-,A-,A-,E-,E-,A-,A-,E-,,,,
Don't,Ed Sheeran,Singer-Songwriter,,,,,,,,,F,D-,E-,F,D-,E-,F,D-
Shadow of a Man,Bent Van Looy,Singer-Songwriter,B-,B-,G,G,C,C,C,C,,,,,,,,
Everything At Once,Lenka,Singer-Songwriter,,,,,,,,,D,C,D,C,D,C,A,B-
The Oven Instructions Song,Elton John,Singer-Songwriter,,,,,,,,,F,F,C,C,G,G,C,C
Le Festin,Camille,Singer-Songwriter,E-,C,A-,B-,F,B-,G,C,,,,,,,,
W Dobra Strone,Dawid Podsiadlo,Singer-Songwriter,,,,,,,,,B,A,E,E,F#,B,A,E
I Don't Want To Talk Without You,Barry Manilow,Singer-Songwriter,,,,,,,,,,,,,,,,
Heaven Piercing Giga Drill,Area 11,Singer-Songwriter,,,,,,,,,,,,,,,,
Unravel,Bjork,Singer-Songwriter,,,,,,,,,C,C,A,D,D,B,E,C
Head Over Feet,Alanis Morissette,Singer-Songwriter,,,,,,,,,D,B,G,A,D,B,B,A
Thinking Out Loud,Ed Sheeran,Singer-Songwriter,,,,,,,,,,,,,,,,
A Fond Farewell,Elliott Smith,Singer-Songwriter,F#,B,F#,G#,D#,E#,B,G#,B,F#,F#,G#,B,F#,D#,G#
Derniere Danse,Indila,Singer-Songwriter,,,,,,,,,C,F,E-,G,C,F,E-,G
Dni ktorych nie znamy,Marek Grechuta,Singer-Songwriter,E,G,G,G,D,G,G,G,,,,,,,,
Hyperballad,Bjork,Singer-Songwriter,,,,,,,,,E-,F,G,F,E-,F,G,F
Bachelorette,Bjork,Singer-Songwriter,G,C,C,G,G,A,A,G,C,C,A-,D,C,C,A-,D
Sunday Morning,Maroon 5,Singer-Songwriter,D,G,C,D,G,C,D,G,,,,,,,,
Human Behaviour,Bjork,Singer-Songwriter,A,A,A,A,A,A,A,A,B-,B-,B-,B-,B-,B-,B-,B-
We Didn't Start The Fire,Billy Joel,Singer-Songwriter,,,,,,,,,G,E,C,G,E,C,,
Windchimes,Artless Start,Singer-Songwriter,,,,,,,,,,,,,,,,
Disco Heaven,Lady Gaga,Singer-Songwriter,,,,,,,,,G,F,C,F,,,,
The Random And The Purpose,Dax Johnson,Singer-Songwriter,,,,,,,,,D,F,C,B-,D,F,C,B-
Lost In Your Eyes,Debbie Gibson,Singer-Songwriter,F,G,C,F,C,F,G,A,,,,,,,,
This Side Of The Blue,Joanna Newsom,Singer-Songwriter,D,D,D,D,D,D,G,A,,,,,,,,
All 'Bout The Money,Meja,Singer-Songwriter,E,B,A,A,E,B,A,A,A,B,G#,B,A,B,C#,B
Say Something,A Great Big World,Singer-Songwriter,F,F,A,A,B-,B-,F,C,B,G,D,A,B,G,D,A
Warning Call,CHVRCHES,Singer-Songwriter,,,,,,,,,A,B,C#,C#,E,E,A,A
Take Me To Church,Hozier,Singer-Songwriter,E,A,E,A,G,A,E,A,G,B,B,B,E,B,G,A
Perfect Illusion,Lady Gaga,Singer-Songwriter,,,,,,,,,F#,C#,D,C#,F#,C#,D,C#
Daniel,Elton John,Singer-Songwriter,C,D,G,G,A,A,F,G,,,,,,,,
False Alarm,KT Tunstall,Singer-Songwriter,,,,,,,,,,,,,,,,
Chasing Pavements,Adele,Singer-Songwriter,,,,,,,,,A-,G,C,F,F,F,G,B-
Don't Think Twice It's Alright,Bob Dylan,Singer-Songwriter,,,,,,,,,E,B,A,B,E,B,C#,A
Hard To Say Im Sorry,Chicago,Singer-Songwriter,,,,,,,,,,,,,,,,
Words,Bent Van Looy,Singer-Songwriter,,,,,,,,,C,C,D,D,C,C,F,F
Better Be Home Soon,Crowded House,Singer-Songwriter,,,,,,,,,,,,,,,,
Coming Around Again,Carly Simon,Singer-Songwriter,C,A,F,C,C,A,F,C,F,D,F,F,F,E,A,G
The Edge Of Glory,Lady Gaga,Singer-Songwriter,,,,,,,,,A,E,F#,D,A,E,F#,D
Cloudbusting,Kate Bush,Singer-Songwriter,C#,C#,B,B,F#,A,A,A,B,C#,B,A,B,C#,B,A
Rise,Katy Perry,Singer-Songwriter,,,,,,,,,D#,D#,D#,B,B,G#,F#,F#
Colour My World,Chicago,Singer-Songwriter,,,,,,,,,,,,,,,,
Hallelujah,Jeff Buckley,Singer-Songwriter,D-,G-,A-,B-,G-,A-,A-,B-,,,,,,,,
Oblivion,Bastille,Singer-Songwriter,,,,,,,,,,,,,,,,
St Patrick's Day,John Mayer,Singer-Songwriter,,,,,,,,,,,,,,,,
Casanova,Allie X,Singer-Songwriter,G,B,E,G,B,E,G,B,G,A,B,E,G,A,B,E
Wuthering Heights,Kate Bush,Singer-Songwriter,A,F#,E,A,A,F#,E,A,G-,E-,A-,D-,G-,A-,D-,G-
Again Again,Lady Gaga,Singer-Songwriter,,,,,,,,,G,G,D,D,C,C,E,A
Hand In My Pocket,Alanis Morissette,Singer-Songwriter,,,,,,,,,G,D,C,G,G,G,D,D
Army of Me,Bjork,Singer-Songwriter,,,,,,,,,D,D,C,D,D,C,D,D
Flowers and Balloons,Bent Van Looy,Singer-Songwriter,G,E-,E-,C,G,E-,E-,C,G,B-,F,F,F,G,B-,F
Shake Your Love,Debbie Gibson,Singer-Songwriter,,,,,,,,,A,A,B,A,B,A,A,B
Shake It,Metro Station,Singer-Songwriter,B,C#,E,A,A,B,C#,E,A,A,E,B,C#,E,A,A
Movin Out,Billy Joel,Singer-Songwriter,D,G,C,E,F,F,F,D,F,B-,C,G,A,D,D,B-
Unluck,James Blake,Singer-Songwriter,,,,,,,,,,,,,,,,
Leningrad,Billy Joel,Singer-Songwriter,,,,,,,,,,,,,,,,
Telephone,Lady Gaga,Singer-Songwriter,F,A,B-,F,F,A,B-,F,F,A,B-,F,F,A,B-,F
Take You Back Again,LO Hess,Singer-Songwriter,C#,B,A,C#,B,A,C#,B,,,,,,,,
B-A-B-Y,Carla Thomas,Singer-Songwriter,,,,,,,,,,,,,,,,
Suddenly I See,KT Tunstall,Singer-Songwriter,,,,,,,,,D,B,F#,G,D,B,F#,G
Make Me Like You,Gwen Stefani,Singer-Songwriter,,,,,,,,,F,B-,E-,C,F,B-,E-,B-
Uptown Funk,Bruno Mars,Singer-Songwriter,,,,,,,,,D,G,D,G,G,D,G,D
